,Unnamed: 0,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType_x,isGoal_x,cardType_y,isGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,shirtNo,name,position,isFirstEleven,pro,shortName
203,203,2701070461.0,72,11,14.0,345,3.57,22.304,11,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '147'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[122],False,101374.0,,,,,,,,,,,,,,,,,,,,,England,5.0,John Stones,DC,True,0.0,J. Stones
204,204,2701070463.0,147,11,14.0,338,101.42999999999999,45.696000000000005,11,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '72'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[122],False,408449.0,,,,,,,,,,,,,,,,,,,,,Spain,17.0,Nico Williams,AML,True,0.0,N. Williams
205,205,2701070651.0,148,12,18.0,338,104.47500000000001,67.66000000000001,12,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.62'}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '45.9'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '95.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 137, 124, 125, 31, 32, 34, 35, 38, 217, 218]",True,408449.0,100.17000000000002,21.964,,,,,,,,,,,,,,,,,,,Spain,17.0,Nico Williams,AML,True,20.695123495804907,N. Williams
206,206,2701070655.0,149,12,20.0,338,99.96000000000001,25.16,12,FirstHalf,Aerial,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '73'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[197, 199]",False,303139.0,,,,,,,,,,,,,,,,,,,,,Spain,16.0,Rodri,DMC,True,0.0,Rodri
207,207,2701070649.0,73,12,20.0,345,5.04,42.84,12,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '149'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[198, 200]",False,374631.0,,,,,,,,,,,,,,,,,,,,,England,6.0,Marc Guéhi,DC,True,0.0,M. Guéhi
208,208,2701070663.0,150,12,20.0,338,100.17000000000002,21.964,12,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.79'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '92.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.8'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '13'}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 117, 30, 123, 139, 205, 40, 46, 35, 37, 217, 218]",True,303139.0,97.23,35.428000000000004,,,,,,,,,,,,11.0,2.0,11.0,4.0,0.06442595,0.25745362,0.19302766999999998,Spain,16.0,Rodri,DMC,True,5.068838608926003,Rodri
209,209,2701070669.0,151,12,21.0,338,97.65,35.632000000000005,12,FirstHalf,MissedShots,Successful,"[{'type': {'value': 328, 'displayName': 'FirstTouch'}}, {'type': {'value': 25, 'displayName': 'FromCorner'}}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '15.3'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '63.9'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 108, 'displayName': 'Volley'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '150'}]","[91, 7, 90, 10, 1, 5, 12]",True,367008.0,,,,,15.3,43.452000000000005,True,150.0,303139.0,,,,,,,,,,,,Spain,3.0,Robin Le Normand,DC,True,0.0,R. L. Normand
210,210,2701070827.0,75,13,2.0,345,4.7250000000000005,33.252,13,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '86.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.03'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.6'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 128, 36, 37, 217, 218]",True,110189.0,90.92999999999999,36.108000000000004,,,,,,,,,,,,,,,,,,,England,1.0,Jordan Pickford,GK,True,0.0,J. Pickford
211,211,2701070825.0,153,13,8.0,338,10.709999999999999,27.268000000000004,13,FirstHalf,KeeperPickup,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}]",[93],False,332823.0,,,,,,,,,,,,,,,,,,,,,Spain,23.0,Unai Simón,GK,True,0.0,U. Simón
212,212,2701070893.0,154,13,14.0,338,12.39,27.744,13,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.50'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}]","[91, 36, 38, 215, 218]",True,332823.0,24.044999999999998,16.116,,,,,,,,,,,,1.0,3.0,2.0,1.0,0.01082722,0.00942382,-0.0014034000000000008,Spain,23.0,Unai Simón,GK,True,0.0,U. Simón
213,213,2701070907.0,155,13,19.0,338,26.985,15.572000000000001,13,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.39'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.1'}]","[91, 117, 30, 35, 37, 215, 218]",True,367008.0,12.705,28.832,,,,,,,,,,,,2.0,1.0,1.0,3.0,0.00942382,0.01082722,0.0014034000000000008,Spain,3.0,Robin Le Normand,DC,True,0.0,R. L. Normand
214,214,2701070943.0,156,13,21.0,338,13.65,29.852,13,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.13'}]","[91, 117, 30, 36, 37, 215, 218]",True,332823.0,21.525000000000002,46.51200000000001,,,,,,,,,,,,1.0,3.0,2.0,5.0,0.01082722,0.01001304,-0.0008141799999999994,Spain,23.0,Unai Simón,GK,True,0.0,U. Simón
215,215,2701070977.0,157,13,28.0,338,36.75,45.15200000000001,13,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '31.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.77'}]","[91, 117, 30, 36, 38, 216, 218]",True,122117.0,38.22,21.284000000000002,,,,,,,,,,,,4.0,5.0,4.0,2.0,0.01269174,0.01269174,0.0,Spain,14.0,Aymeric Laporte,DC,True,0.0,A. Laporte
216,216,2701070995.0,158,13,34.0,338,45.885000000000005,18.836000000000002,13,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.79'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}]","[91, 117, 30, 36, 38, 216, 218]",True,367008.0,47.25,2.176,,,,,,,,,,,,5.0,2.0,5.0,0.0,0.01429128,0.01248344,-0.0018078399999999998,Spain,3.0,Robin Le Normand,DC,True,-4.909144479755945,R. L. Normand
217,217,2701071007.0,159,13,37.0,338,45.464999999999996,3.128,13,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.41'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.2'}]","[91, 117, 30, 35, 37, 216, 218]",True,106883.0,38.010000000000005,9.860000000000001,,,,,,,,,,,,5.0,0.0,4.0,1.0,0.01248344,0.01214719,-0.00033624999999999974,Spain,2.0,Dani Carvajal,DR,True,-4.143361592988626,D. Carvajal
218,218,2701071017.0,160,13,41.0,338,43.575,13.124,13,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.66'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.6'}]","[91, 117, 30, 35, 37, 216, 218]",True,303139.0,41.160000000000004,41.208000000000006,,,,,,,,,,,,5.0,1.0,4.0,4.0,0.0138454,0.01262646,-0.00121894,Spain,16.0,Rodri,DMC,True,0.629928665620767,Rodri
219,219,2701071031.0,161,13,45.0,338,49.35,47.124,13,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.56'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,122117.0,75.915,63.92,,,,,,,,,,,,5.0,5.0,8.0,7.0,0.01429128,0.02122129,0.00693001,Spain,14.0,Aymeric Laporte,DC,True,15.449571899704864,A. Laporte
220,220,2701071037.0,162,13,51.0,338,89.46000000000001,61.744,13,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.87'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 137, 124, 126, 36, 38, 217, 218]",True,408449.0,93.765,34.612,,,,,,,,,,,,,,,,,,,Spain,17.0,Nico Williams,AML,True,0.0,N. Williams
221,221,2701071041.0,77,13,52.0,345,11.865000000000002,34.204,13,FirstHalf,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.02'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.5'}]","[91, 94, 95, 215]",True,374631.0,19.11,32.232,,,,,,,,,,,,,,,,,,,England,6.0,Marc Guéhi,DC,True,0.0,M. Guéhi
222,222,2701071047.0,78,13,53.0,345,19.11,32.232,13,FirstHalf,Clearance,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.22'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.2'}, {'type': {'value': 15, 'displayName': 'Head'}}]","[91, 94, 95, 57, 215]",True,460260.0,30.975,34.884,,,,,,,,,,,,,,,,,,,England,26.0,Kobbie Mainoo,DMC,True,0.0,K. Mainoo
223,223,2701071055.0,79,13,54.0,345,28.875,36.448,13,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.77'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.0'}]","[91, 117, 30, 35, 37, 215, 218]",True,331254.0,26.25,49.708,,,,,,,,,,,,3.0,4.0,2.0,5.0,-0.01132376,0.01001304,-0.0013107199999999996,England,11.0,Phil Foden,AMC,True,0.0,P. Foden
224,224,2701071057.0,80,13,55.0,345,26.25,51.748,13,FirstHalf,BallRecovery,Successful,[],[93],False,379868.0,,,,,,,,,,,,,,,,,,,,,England,10.0,Jude Bellingham,AML,True,0.0,J. Bellingham
225,225,2701071067.0,81,14,0.0,345,44.730000000000004,65.07600000000001,14,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '163'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.6'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.03'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,379868.0,48.195,64.19200000000001,,,,,,,,,,,,,,,,,,,England,10.0,Jude Bellingham,AML,True,0.0,J. Bellingham
226,226,2701071073.0,163,14,0.0,338,58.48500000000001,3.128,14,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '81'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,480249.0,,,,,,,,,,,,,,,,,,,,,Spain,19.0,Lamine Yamal,AMR,True,0.0,L. Yamal
227,227,2701071137.0,83,14,30.0,345,52.605000000000004,68.0,14,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.07'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[91, 212, 36, 38, 216]",True,118244.0,54.81,63.376000000000005,,,,,,,,,,,,,,,,,,,England,3.0,Luke Shaw,DL,True,4.305034799277749,L. Shaw
228,228,2701071139.0,84,14,32.0,345,56.28,63.51200000000001,14,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '165'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 70]",True,331254.0,,,,,,,,,,,,,,,,,,,,,England,11.0,Phil Foden,AMC,True,0.0,P. Foden
229,229,2701071135.0,165,14,32.0,338,48.72,4.488,14,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '84'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 142]",True,261212.0,,,,,,,,,,,,,,,,,,,,,Spain,10.0,Dani Olmo,AMC,True,0.0,D. Olmo
230,230,2701071231.0,90,14,32.0,345,59.535000000000004,60.588,14,FirstHalf,BallTouch,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]",[91],True,331254.0,,,,,,,,,,,,,,,,,,,,,England,11.0,Phil Foden,AMC,True,0.0,P. Foden
231,231,2701071145.0,85,14,33.0,345,51.55500000000001,65.552,14,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.56'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,118244.0,63.525000000000006,55.01200000000001,,,,,,,,,,,,6.0,7.0,7.0,6.0,-0.01473596,0.01870347,0.0039675100000000005,England,3.0,Luke Shaw,DL,True,15.569782546223934,L. Shaw
232,232,2701071159.0,86,14,36.0,345,60.375,53.38,14,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.02'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 119, 117, 127, 205, 36, 38, 217, 218]",True,379868.0,71.4,19.108000000000004,,,,,,,,,,,,7.0,6.0,8.0,2.0,-0.01870347,0.0241224,0.005418929999999999,England,10.0,Jude Bellingham,AML,True,11.899266070302836,J. Bellingham
233,233,2701071173.0,87,14,41.0,345,76.965,16.932,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.10'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,367185.0,101.42999999999999,19.448000000000004,,,,,,,,,,,,9.0,1.0,11.0,2.0,-0.02953272,0.06442595,0.03489323,England,7.0,Bukayo Saka,AMR,True,17.838400040822467,B. Saka
234,234,2701071183.0,88,14,43.0,345,101.42999999999999,19.448000000000004,14,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.70'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '95.4'}]","[91, 120, 29, 35, 37, 217, 218]",True,69778.0,100.17000000000002,29.444,,,,,,,,,,,,,,,,,,,England,2.0,Kyle Walker,DR,True,0.0,K. Walker
235,235,2701071195.0,166,14,43.0,338,3.9899999999999998,39.848000000000006,14,FirstHalf,Clearance,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '61.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.76'}]","[91, 94, 95, 215]",True,122117.0,0.0,42.092,,,,,,,,,,,,,,,,,,,Spain,14.0,Aymeric Laporte,DC,True,0.0,A. Laporte
236,236,2701071203.0,89,14,44.0,345,100.80000000000001,28.152,14,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '167'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 75, 'displayName': 'MissRight'}}]",[122],False,69778.0,,,,,,,,,,,,,,,,,,,,,England,2.0,Kyle Walker,DR,True,0.0,K. Walker
237,237,2701071197.0,167,14,44.0,338,4.2,39.848000000000006,14,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '89'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,122117.0,,,,,,,,,,,,,,,,,,,,,Spain,14.0,Aymeric Laporte,DC,True,0.0,A. Laporte
238,238,2701071289.0,91,15,18.0,345,104.58,0.6120000000000001,15,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.93'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.2'}]","[91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,331254.0,94.71000000000001,26.928000000000004,,,,,,,,,,,,,,,,,,,England,11.0,Phil Foden,AMC,True,0.0,P. Foden
239,239,2701071307.0,168,15,19.0,338,8.715000000000002,39.644,15,FirstHalf,Clearance,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.38'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.5'}]","[91, 94, 95, 216]",True,91213.0,38.325,51.34,,,,,,,,,,,,,,,,,,,Spain,7.0,Álvaro Morata,FW,True,0.0,Á. Morata
240,240,2701071323.0,92,15,26.0,345,60.165,16.116,15,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.29'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,332325.0,49.245,28.560000000000002,,,,,,,,,,,,7.0,1.0,5.0,3.0,-0.01870347,0.01484598,-0.00385749,England,4.0,Declan Rice,DMC,True,-7.749535406541682,D. Rice
241,241,2701071351.0,93,15,29.0,345,49.245,28.560000000000002,15,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.36'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 119, 117, 127, 36, 37, 216, 218]",True,69778.0,56.49,61.744,,,,,,,,,,,,5.0,3.0,6.0,7.0,-0.01484598,0.01473596,-0.0001100200000000006,England,2.0,Kyle Walker,DR,True,0.13640360709441524,K. Walker
