Date,Open,High,Low,Close,Adj Close,Volume
2022-12-20,281.239990,289.279999,280.809998,288.190002,288.190002,6918100
2022-12-21,289.989990,300.660004,286.500000,297.959991,297.959991,6376200
2022-12-22,298.089996,298.880005,290.809998,297.750000,297.750000,7856200
2022-12-23,296.179993,298.459991,291.910004,294.959991,294.959991,4251100
2022-12-27,293.190002,293.570007,282.130005,284.170013,284.170013,5778100
2022-12-28,281.920013,285.190002,273.410004,276.880005,276.880005,5964400
2022-12-29,283.179993,295.500000,281.010010,291.119995,291.119995,9588500
2022-12-30,285.529999,295.010010,283.220001,294.880005,294.880005,7566900
2023-01-03,298.059998,298.390015,288.700012,294.950012,294.950012,6764000
2023-01-04,298.239990,311.140015,295.510010,309.410004,309.410004,9345100
2023-01-05,307.000000,314.179993,304.549988,309.700012,309.700012,8328400
2023-01-06,311.570007,316.769989,303.690002,315.549988,315.549988,8959800
2023-01-09,316.829987,321.700012,313.220001,315.170013,315.170013,6766600
2023-01-10,311.070007,329.350006,311.070007,327.540009,327.540009,13072300
2023-01-11,326.500000,328.880005,321.350006,327.260010,327.260010,9579700
2023-01-12,332.500000,332.950012,323.140015,330.130005,330.130005,10856200
2023-01-13,329.970001,336.649994,328.890015,332.820007,332.820007,8286800
2023-01-17,331.079987,332.500000,323.600006,326.220001,326.220001,9247000
2023-01-18,326.750000,330.079987,321.250000,326.329987,326.329987,7814100
2023-01-19,322.570007,324.890015,313.390015,315.779999,315.779999,18008200
2023-01-20,336.790009,344.000000,332.630005,342.500000,342.500000,28430300
2023-01-23,341.720001,362.250000,340.630005,357.420013,357.420013,15646900
2023-01-24,357.529999,365.649994,355.140015,363.829987,363.829987,11796500
2023-01-25,360.570007,368.899994,358.500000,367.959991,367.959991,7766900
2023-01-26,368.769989,369.019989,361.700012,364.869995,364.869995,8256800
2023-01-27,363.200012,365.920013,360.589996,360.769989,360.769989,6703500
2023-01-30,358.440002,360.950012,352.859985,353.109985,353.109985,5127600
2023-01-31,349.980011,355.950012,348.709991,353.859985,353.859985,5660700
2023-02-01,353.859985,365.390015,349.910004,361.989990,361.989990,8005200
2023-02-02,365.160004,368.320007,358.429993,366.890015,366.890015,7857000
2023-02-03,359.079987,379.429993,359.000000,365.899994,365.899994,9402000
2023-02-06,363.640015,368.450012,360.679993,361.480011,361.480011,4994900
2023-02-07,358.510010,364.179993,354.179993,362.950012,362.950012,6289400
2023-02-08,360.019989,368.190002,358.309998,366.829987,366.829987,6253200
2023-02-09,372.410004,373.829987,361.739990,362.500000,362.500000,6901100
2023-02-10,359.160004,362.140015,347.140015,347.359985,347.359985,7291100
2023-02-13,349.500000,359.700012,344.250000,358.570007,358.570007,7134400
2023-02-14,357.549988,363.750000,353.399994,359.959991,359.959991,4624800
2023-02-15,356.630005,362.880005,354.239990,361.420013,361.420013,3966000
2023-02-16,355.000000,361.500000,350.309998,350.709991,350.709991,5215700
2023-02-17,347.910004,349.000000,342.440002,347.959991,347.959991,5294700
2023-02-21,342.850006,344.130005,336.420013,337.500000,337.500000,5710300
2023-02-22,337.500000,341.910004,332.820007,334.880005,334.880005,4546200
2023-02-23,331.230011,331.279999,314.299988,323.649994,323.649994,13238700
2023-02-24,319.299988,321.500000,314.519989,317.149994,317.149994,6830700
2023-02-27,323.869995,330.000000,322.119995,323.029999,323.029999,6142600
2023-02-28,323.700012,327.619995,321.170013,322.130005,322.130005,3676100
2023-03-01,321.549988,326.600006,312.359985,313.480011,313.480011,4911300
2023-03-02,310.959991,315.570007,310.380005,311.880005,311.880005,4911000
2023-03-03,315.450012,317.489990,310.820007,315.179993,315.179993,5953300
2023-03-06,317.000000,323.299988,311.839996,312.029999,312.029999,5660700
2023-03-07,312.679993,314.299988,306.619995,308.470001,308.470001,4553100
2023-03-08,309.290009,311.829987,305.750000,311.790009,311.790009,3479500
2023-03-09,312.079987,312.510010,294.880005,297.779999,297.779999,7443400
2023-03-10,297.899994,298.790009,289.000000,292.760010,292.760010,5759300
2023-03-13,287.339996,299.239990,285.329987,293.510010,293.510010,6292400
2023-03-14,295.970001,297.450012,290.309998,294.940002,294.940002,5956700
2023-03-15,292.510010,306.309998,292.279999,303.790009,303.790009,9215300
2023-03-16,304.750000,316.600006,301.709991,310.059998,310.059998,7903700
2023-03-17,310.059998,310.760010,300.000000,303.500000,303.500000,6918800
2023-03-20,299.790009,307.500000,296.000000,305.130005,305.130005,5113400
2023-03-21,306.320007,307.920013,300.429993,305.790009,305.790009,4886300
2023-03-22,306.309998,306.450012,293.540009,293.899994,293.899994,5808000
2023-03-23,304.679993,322.779999,304.140015,320.369995,320.369995,15653300
2023-03-24,320.630005,331.829987,320.630005,328.390015,328.390015,12991700
2023-03-27,327.549988,336.440002,324.410004,327.660004,327.660004,8625800
2023-03-28,326.059998,333.320007,321.279999,323.519989,323.519989,6489400
2023-03-29,326.290009,332.850006,325.730011,332.029999,332.029999,6287300
2023-03-30,340.269989,343.290009,335.299988,338.429993,338.429993,7131500
2023-03-31,340.049988,345.839996,337.200012,345.480011,345.480011,5610200
2023-04-03,341.829987,348.579987,340.399994,348.279999,348.279999,4413700
2023-04-04,348.489990,349.799988,343.950012,346.750000,346.750000,3298100
2023-04-05,345.299988,345.429993,336.250000,342.350006,342.350006,4205500
2023-04-06,339.339996,340.480011,332.630005,339.329987,339.329987,4660500
2023-04-10,335.269989,339.880005,333.359985,338.989990,338.989990,2657900
2023-04-11,343.450012,347.140015,337.640015,338.209991,338.209991,4044800
2023-04-12,340.809998,342.799988,330.040009,331.029999,331.029999,3965400
2023-04-13,339.989990,346.429993,338.750000,346.190002,346.190002,7406400
2023-04-14,342.940002,344.850006,336.410004,338.630005,338.630005,5350500
2023-04-17,338.000000,338.390015,327.500000,332.720001,332.720001,6136000
2023-04-18,335.000000,337.190002,330.500000,333.700012,333.700012,17944500
2023-04-19,324.209991,325.750000,316.100006,323.119995,323.119995,22128300
2023-04-20,320.390015,331.429993,318.329987,325.350006,325.350006,9947800
2023-04-21,323.000000,328.290009,319.500000,327.980011,327.980011,6348000
2023-04-24,330.200012,334.660004,326.750000,329.019989,329.019989,5586600
2023-04-25,328.500000,328.660004,321.100006,322.549988,322.549988,5426600
2023-04-26,321.359985,325.899994,320.470001,321.149994,321.149994,4623200
2023-04-27,324.299988,327.450012,317.440002,325.850006,325.850006,5618800
2023-04-28,325.239990,330.809998,324.000000,329.929993,329.929993,4221900
2023-05-01,329.440002,331.230011,318.089996,324.119995,324.119995,5341500
2023-05-02,325.000000,326.070007,315.619995,317.549988,317.549988,4318600
2023-05-03,317.549988,324.619995,315.850006,319.299988,319.299988,5064100
2023-05-04,319.010010,323.609985,317.950012,320.779999,320.779999,3879700
2023-05-05,323.609985,324.149994,319.440002,322.760010,322.760010,3988600
2023-05-08,322.989990,332.559998,322.029999,331.209991,331.209991,5488600
2023-05-09,330.670013,336.320007,329.739990,332.140015,332.140015,5544900
2023-05-10,335.209991,337.109985,329.510010,335.420013,335.420013,4289900
2023-05-11,334.980011,345.470001,331.839996,344.760010,344.760010,8033500
2023-05-12,344.760010,348.170013,337.359985,339.890015,339.890015,6079900
2023-05-15,340.619995,341.899994,335.540009,335.890015,335.890015,3653000
2023-05-16,334.000000,335.170013,331.910004,333.750000,333.750000,3332200
2023-05-17,331.760010,341.380005,329.619995,339.959991,339.959991,3958800
2023-05-18,347.250000,375.869995,346.369995,371.290009,371.290009,20925200
2023-05-19,369.859985,369.989990,363.809998,365.359985,365.359985,7850900
2023-05-22,365.359985,372.010010,362.500000,363.010010,363.010010,5406400
2023-05-23,360.239990,364.170013,354.309998,355.989990,355.989990,6866100
2023-05-24,356.929993,367.149994,356.630005,364.850006,364.850006,7973300
2023-05-25,359.609985,367.450012,357.420013,359.000000,359.000000,6263100
2023-05-26,361.100006,383.760010,356.000000,378.880005,378.880005,9360400
2023-05-30,397.480011,405.109985,385.790009,392.980011,392.980011,10865000
2023-05-31,391.890015,396.260010,388.910004,395.230011,395.230011,6988000
2023-06-01,397.410004,407.519989,393.079987,403.130005,403.130005,7160100
2023-06-02,402.890015,406.579987,395.899994,400.470001,400.470001,5897300
2023-06-05,400.470001,413.859985,400.149994,403.540009,403.540009,7247400
2023-06-06,405.000000,405.119995,396.929993,399.290009,399.290009,4991500
2023-06-07,410.429993,418.950012,399.230011,399.769989,399.769989,11932400
2023-06-08,399.769989,409.540009,396.339996,409.369995,409.369995,5991100
2023-06-09,424.500000,425.899994,414.760010,420.019989,420.019989,12363000
2023-06-12,418.829987,424.700012,416.570007,423.970001,423.970001,5959500
2023-06-13,430.010010,437.269989,428.399994,435.730011,435.730011,7820500
2023-06-14,434.989990,447.329987,433.500000,440.859985,440.859985,8413100
2023-06-15,444.100006,448.649994,439.500000,445.269989,445.269989,7099900
2023-06-16,446.149994,447.510010,430.899994,431.959991,431.959991,8745500
2023-06-20,430.179993,440.000000,430.000000,434.700012,434.700012,4756000
2023-06-21,432.649994,434.549988,422.540009,424.450012,424.450012,5146400
2023-06-22,422.929993,424.709991,418.679993,422.480011,422.480011,4869500
2023-06-23,418.589996,425.820007,417.730011,424.019989,424.019989,8293900
2023-06-26,422.440002,430.959991,414.899994,415.940002,415.940002,4640000
2023-06-27,417.390015,420.880005,411.500000,417.079987,417.079987,4818100
2023-06-28,423.100006,437.290009,422.890015,429.839996,429.839996,8811300
2023-06-29,434.329987,437.850006,426.149994,428.239990,428.239990,4932300
2023-06-30,431.100006,444.119995,431.100006,440.489990,440.489990,7342000
2023-07-03,439.760010,441.549988,431.619995,441.440002,441.440002,3733200
2023-07-05,444.910004,450.970001,439.619995,445.899994,445.899994,6869500
2023-07-06,440.000000,442.799988,430.720001,438.839996,438.839996,4938800
2023-07-07,438.600006,442.329987,435.839996,438.100006,438.100006,4160100
2023-07-10,438.519989,444.410004,436.820007,441.709991,441.709991,4251700
2023-07-11,438.649994,440.799988,431.040009,440.209991,440.209991,4574600
2023-07-12,444.549988,445.410004,437.750000,444.049988,444.049988,5731700
2023-07-13,447.000000,451.670013,441.179993,450.380005,450.380005,6157500
2023-07-14,452.790009,456.480011,439.700012,441.910004,441.910004,7184900
2023-07-17,445.570007,456.679993,445.109985,450.049988,450.049988,6891700
2023-07-18,451.000000,478.149994,448.779999,474.799988,474.799988,13196900
2023-07-19,476.859985,485.000000,470.000000,477.589996,477.589996,20996500
2023-07-20,447.000000,448.500000,432.000000,437.420013,437.420013,23989700
2023-07-21,437.369995,438.239990,423.190002,427.500000,427.500000,17303700
2023-07-24,425.000000,428.640015,419.190002,428.369995,428.369995,8264400
2023-07-25,427.179993,430.880005,426.130005,427.700012,427.700012,4859800
2023-07-26,424.200012,425.260010,415.589996,422.670013,422.670013,6009200
2023-07-27,426.899994,427.519989,411.880005,413.170013,413.170013,6594500
2023-07-28,415.559998,427.470001,413.760010,425.779999,425.779999,6424200
2023-07-31,426.510010,439.130005,426.299988,438.970001,438.970001,6587600
2023-08-01,437.369995,445.250000,431.399994,438.619995,438.619995,5711500
2023-08-02,435.230011,435.559998,426.559998,429.700012,429.700012,4912200
2023-08-03,427.799988,441.929993,427.190002,431.000000,431.000000,6243900
2023-08-04,433.059998,436.500000,426.269989,431.600006,431.600006,5439700
2023-08-07,436.459991,441.109985,428.910004,440.760010,440.760010,4781300
2023-08-08,440.359985,443.570007,435.100006,438.299988,438.299988,3767200
2023-08-09,439.739990,440.619995,427.589996,428.899994,428.899994,3846600
2023-08-10,431.119995,438.119995,428.690002,429.980011,429.980011,5467600
2023-08-11,428.980011,430.630005,421.329987,421.660004,421.660004,3925200
2023-08-14,421.989990,428.850006,418.779999,427.779999,427.779999,3966000
2023-08-15,424.410004,429.119995,421.040009,423.700012,423.700012,3368000
2023-08-16,423.730011,424.510010,415.250000,415.450012,415.450012,3967000
2023-08-17,415.000000,415.239990,401.579987,403.000000,403.000000,6031500
2023-08-18,399.329987,406.519989,398.149994,404.529999,404.529999,4309200
2023-08-21,402.230011,409.609985,399.500000,408.290009,408.290009,3861600
2023-08-22,409.000000,415.739990,407.399994,413.170013,413.170013,3603300
2023-08-23,418.399994,437.019989,417.709991,427.549988,427.549988,8174700
2023-08-24,425.410004,427.589996,406.170013,406.929993,406.929993,5687800
2023-08-25,412.000000,419.250000,407.559998,416.029999,416.029999,5390900
2023-08-28,418.040009,419.829987,413.269989,418.059998,418.059998,2928600
2023-08-29,416.000000,432.170013,414.500000,429.989990,429.989990,4486700
2023-08-30,430.850006,438.160004,428.350006,434.670013,434.670013,3625400
2023-08-31,431.230011,437.149994,431.230011,433.679993,433.679993,3803000
2023-09-01,437.730011,445.500000,435.929993,439.880005,439.880005,4792100
2023-09-05,438.390015,453.450012,438.000000,448.679993,448.679993,6155900
2023-09-06,448.609985,451.390015,440.489990,445.760010,445.760010,3862300
2023-09-07,441.149994,444.600006,436.700012,443.140015,443.140015,2922700
2023-09-08,443.559998,446.809998,438.850006,442.799988,442.799988,2697500
2023-09-11,443.070007,449.890015,442.750000,445.359985,445.359985,2913800
2023-09-12,442.850006,445.440002,434.119995,434.690002,434.690002,3124000
2023-09-13,435.500000,438.399994,410.690002,412.239990,412.239990,11843000
2023-09-14,410.399994,411.390015,400.000000,400.489990,400.489990,10709000
2023-09-15,401.000000,404.700012,395.029999,396.940002,396.940002,9110700
2023-09-18,395.500000,399.470001,392.600006,394.399994,394.399994,4704700
2023-09-19,392.839996,398.230011,390.250000,396.200012,396.200012,4076800
2023-09-20,397.049988,397.989990,386.119995,386.299988,386.299988,3866600
2023-09-21,386.500000,395.899994,383.420013,384.149994,384.149994,5547900
2023-09-22,385.000000,386.880005,378.359985,379.809998,379.809998,3692800
2023-09-25,382.899994,386.619995,380.809998,384.799988,384.799988,3757300
2023-09-26,382.880005,384.559998,377.359985,379.250000,379.250000,4089400
2023-09-27,382.399994,384.220001,376.250000,377.589996,377.589996,3843500
2023-09-28,375.600006,378.959991,371.100006,376.359985,376.359985,4369900
2023-09-29,380.000000,382.579987,375.350006,377.600006,377.600006,4198700
2023-10-02,377.480011,384.809998,376.799988,380.329987,380.329987,3102100
2023-10-03,377.109985,394.899994,372.850006,376.750000,376.750000,8878100
2023-10-04,376.500000,380.220001,373.579987,376.899994,376.899994,4303700
2023-10-05,378.010010,378.600006,367.239990,372.589996,372.589996,5034800
2023-10-06,368.429993,382.519989,367.769989,381.510010,381.510010,4773400
2023-10-09,378.049988,387.170013,377.760010,385.950012,385.950012,3299800
2023-10-10,385.579987,388.700012,372.250000,373.320007,373.320007,7288900
2023-10-11,372.779999,377.809998,365.339996,365.929993,365.929993,9151400
2023-10-12,366.480011,368.829987,359.049988,361.200012,361.200012,7376100
2023-10-13,355.640015,358.929993,352.049988,355.679993,355.679993,6312600
2023-10-16,356.209991,363.079987,354.769989,360.820007,360.820007,5128900
2023-10-17,361.100006,362.700012,353.890015,355.720001,355.720001,5908400
2023-10-18,351.000000,354.790009,344.730011,346.190002,346.190002,11429600
2023-10-19,404.739990,408.950012,392.260010,401.769989,401.769989,28074400
2023-10-20,405.630005,410.640015,398.010010,400.959991,400.959991,12768900
2023-10-23,403.320007,407.540009,398.519989,406.839996,406.839996,7390000
2023-10-24,409.679993,416.690002,408.390015,413.730011,413.730011,6459200
2023-10-25,416.019989,418.839996,410.109985,411.250000,411.250000,6276800
